2,4,8,12,16,24,32,48,64,96,128,160,200,256,384,512,768,1024,1536,2048,3072,4096,8192
111127,61835,34345,28448,21743,14898,11953,10251,7315,6146,5228,4802,4093,3610,3036,2484,2132,1869,1590,1576,1316,1549,936
109549,56298,31782,22747,18591,12804,10851,8435,6661,5334,4906,4180,4316,3605,3518,2781,2863,2592,1964,1904,1347,1301,1006
106224,53112,26556,17704,13278,8852,6639,4426,3319,2213,1659,1327,1062,829,553,414,402,402,402,402,402,402,402
