2,4,8,12,16,24,32,48,64,96,128,160,200,256,384,512,768,1024,1536,2048,3072,4096,8192
170006,86282,45034,32118,25027,17907,14111,10923,9001,6869,5877,5277,4139,3797,2842,2525,1837,1560,1339,1196,943,898,586
167813,85454,44849,30409,24116,17494,13991,9932,8088,6820,5534,4746,4089,3698,2740,2326,1988,1763,1414,1238,1212,901,651
166027,83013,41506,27671,20753,13835,10376,6917,5188,3458,2594,2075,1660,1297,864,648,432,324,216,162,126,126,126
