65871,47539,24927,19045,14661,10655,9005,6194,5035,3831,3083,2699,2340,1963,1588,1343,1067,935,787,690,569,473,252
86294,53702,31653,23690,19202,14613,12602,9466,8073,5995,5004,4482,3805,3498,2659,2237,1756,1485,1155,975,819,684,474
170006,86282,45034,32118,25027,17907,14111,10923,9001,6869,5877,5277,4139,3797,2842,2525,1837,1560,1339,1196,943,898,586
