83778,49585,22297,15766,10989,8412,6590,5035,3960,3026,2493,2123,1845,1599,1303,1133,928,811,676,600,512,463,403
60369,36243,25133,21263,22397,15171,14002,10704,8798,6899,6329,5302,4811,4131,3352,2687,2263,2331,1694,1558,1258,1198,669
111127,61835,34345,28448,21743,14898,11953,10251,7315,6146,5228,4802,4093,3610,3036,2484,2132,1869,1590,1576,1316,1549,936
