9656,7162,3106,2795,1919,1545,1177,899,701,530,431,379,326,285,226,192,151,125,94,76,58,58,58
12158,7453,4922,3832,3175,2630,2128,1980,1944,1509,1233,1063,900,730,559,465,341,292,229,210,159,108,57
19224,9958,5836,4561,3636,2717,2299,1706,1369,1061,984,819,747,673,518,443,388,379,333,306,254,231,159
