222974,111614,62846,49406,38897,30086,24168,19378,16326,12723,10619,9251,7849,6858,5213,4307,3352,2748,2062,1680,1220,943,511
182115,150554,127214,117428,112951,107138,105020,83766,74462,61224,48979,41183,34513,28614,20878,16643,12128,9780,7192,5786,4222,3396,1941
189279,120819,87519,67485,57232,44865,37009,28554,23996,18521,15638,13613,11939,10263,8221,7219,5537,4589,3597,3032,2482,2104,1496
